Ticker,Bloomberg,MySQL,Name,Sector,Industry_Group,Industry,Sub_Industry,Description
ML,ML UN,ML_UN,MoneyLion Inc. Class A,Financials,Financial Services,Consumer Finance,Consumer Finance,"MoneyLion Inc. provides financial technology solutions. The Company offers full-service digital platform to deliver mobile banking, lending, and investment solutions. MoneyLion serves clients in the United States."
MLAB,MLAB UW,MLAB_UW,Mesa Laboratories Inc,Health Care,"Pharmaceuticals, Biotechnology",Life Sciences Tools & Services,Life Sciences Tools & Services,"Mesa Laboratories, Inc. acquires, develops, manufactures, and markets electronic measurement instruments used by industrial and hemodialysis customers. The Company's products include pipeline flow meters and instruments used for calibrating hemodialysis and proportioning equipment, temperature sensors, and data recorders. Mesa is also exploring alternative uses of their technologies."
MLI,MLI UN,MLI_UN,Mueller Industries Inc,Industrials,Capital Goods,Machinery,Industrial Machinery & Supplie,"Mueller Industries, Inc. manufactures and sells brass, copper, plastic, and aluminum products. The Company's products include copper tube and fittings, brass and copper alloy rods and bars, aluminum and brass forgings, aluminum and copper impact extrusions, plastic fittings and valves, refrigeration valves and fittings, and fabricated tubular products."
MLKN,MLKN UW,MLKN_UW,"MillerKnoll, Inc.",Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Office Services & Supplies,"MillerKnoll, Inc. researches, designs, manufactures, and distributes interior office furnishings, furniture systems, products, and services. The Company markets its products to companies, organizations, and individuals worldwide."
MLNK,MLNK UN,MLNK_UN,"Project Angel Parent, LLC",Information Technology,Software & Services,Software,Application Software,"MeridianLink, Inc. operates as a software development company. The Company develops software that web-based solutions and systems integrations for the financial sector such as web-based account opening and funding transaction services. MeridianLink serves customers in the United States."
MLR,MLR UN,MLR_UN,Miller Industries Inc,Industrials,Capital Goods,Machinery,Construction Machinery & Heavy,"Miller Industries, Inc. is a domestic and foreign manufacturer of vehicle towing and recovery equipment. The Company has developed and acquired brands in the towing and recovery equipment manufacturing industry."
MLYS,MLYS UW,MLYS_UW,"Mineralys Therapeutics, Inc.",Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology,"Mineralys Therapeutics, Inc. operates as a clinical-stage biopharmaceutical company. The Company focuses on developing medicines to target diseases driven by abnormally elevated aldosterone. Mineralys Therapeutics offers aldosterone synthase inhibitor (ASI) that we are initially developing for the treatment of patients with uncontrolled hypertension."
MMI,MMI UN,MMI_UN,Marcus & Millichap Inc,Real Estate,Real Estate Management & Devel,Real Estate Management & Devel,Real Estate Services,"Marcus & Millichap, Inc. is a national brokerage firm specializing in commercial real estate investment sales, financing, research, and advisory services."
MMS,MMS UN,MMS_UN,Maximus Inc,Industrials,Commercial & Professional Serv,Professional Services,Data Processing & Outsourced S,"MAXIMUS, Inc. provides program management and consulting services to state and local governments throughout the United States. The Company's services are designed to make government operations more efficient and cost effective while improving the quality of the services provided to program beneficiaries."
MMSI,MMSI UW,MMSI_UW,Merit Medical Systems Inc,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Supplies,"Merit Medical Systems, Inc. manufactures and markets products used in diagnostic and interventional cardiology and radiology procedures. The Company's primary products include inflation devices, guide wires, thrombolytic catheters and fluid dispensing systems, and angiography accessories, among others. Merit's products are sold worldwide."
MNKD,MNKD UQ,MNKD_UQ,Mannkind Corp,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology,"MannKind Corporation operates as a biopharmaceutical company. The Company focuses on the development and commercialization of therapeutic products such as diabetes, cancer, inflammatory, and autoimmune diseases. MannKind lead investigational product candidate is the technosphere insulin system."
MNRO,MNRO UW,MNRO_UW,Monro Inc.,Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Automotive Retail,"Monro, Inc. operates a chain of company owned stores. The Company provides a broad range of services for brake systems, mufflers and exhaust, tires, steering, drive train, suspension, wheel alignment, routine maintenance, and state inspections. Monro serves customers in the United States."
MNTK,MNTK UR,MNTK_UR,"Montauk Renewables, Inc.",Utilities,Utilities,Independent Power and Renewabl,Renewable Electricity,"Montauk Renewables, Inc. operates as a renewable energy company. The Company specializes in the recovery and processing of environmentally detrimental methane from landfills and other non-fossil fuel sources for use as a replacement to fossil fuels. Montauk Renewables serves customers in the United States."
MNTS,MNTS UW,MNTS_UW,Momentus Inc. - Class A,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,"Momentus Inc. operates as a space infrastructure company. The Company offers space transportation, satellite as a service, and in-orbit services. Momentus serves customers worldwide."
MOD,MOD UN,MOD_UN,Modine Manufacturing,Consumer Discretionary,Automobiles & Components,Automobile Components,Automotive Parts & Equipment,"Modine Manufacturing Company manufactures heat-transfer and heat-storage technology products. The Company develops, manufactures, and markets heat exchangers and systems for use in various original equipment manufacturer applications and for sale to the automotive aftermarket and to a wide array of building markets."
MODG,MODG UN,MODG_UN,Topgolf Callaway Brands Corp.,Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,Leisure Products,"Topgolf Callaway Brands Corp. provides golf equipment. The Company offers balls, gear, customs, fittings, and apparels. Topgolf Callaway Brands serves customers worldwide."
MODN,MODN UN,MODN_UN,Model N Inc,Information Technology,Software & Services,Software,Application Software,"Model N, Inc. provides revenue management solutions. The Company offers management platform that allows access to large organizations to manage their revenue life cycles across various product lines and divisions. Model N serves life science and technology industries worldwide."
MODV,MODV UW,MODV_UW,ModivCare Inc.,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services,ModivCare Inc. operates as a technology-enabled healthcare services company. The Company provides a suite of integrated supportive care solutions for payors and their patients. ModivCare serves patients worldwide.
MOFG,MOFG UW,MOFG_UW,Midwestone Financial Group Inc,Financials,Banks,Banks,Regional Banks,"MidWestOne Financial Group, Inc. operates as a full-service financial holding company. The Company, through its banking subsidiary, provides a wide range of commercial banking services."
MOG_A,MOG/A UN,MOG_A_UN,Moog Inc. Class A,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense,"Moog Inc. manufactures precision motion control components and systems. The Company offers control military and commercial aircraft, satellites and space vehicles, missiles, launch vehicles, automated industrial machinery, and medical equipment. Moog serves customers worldwide."
MORF,MORF UQ,MORF_UQ,"Morphic Holding, Inc.",Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology,"Morphic Holding, Inc. operates as a holding company. The Company, through its subsidiaries, develops oral integrin drugs for patients suffering from serious chronic diseases, including autoimmune, cardiovascular and metabolic diseases, as well as fibrosis and cancer. Morphic Holding serves customers in the State of Massachusetts."
MOV,MOV UN,MOV_UN,Movado Group Inc,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury","Movado Group, Inc. designs, manufactures, retails, and distributes watches, as well as jewelry, tabletop, and accessory products. The Company markets several watch brands in North America, Western Europe, and the Far East."
MPAA,MPAA UW,MPAA_UW,Motorcar Parts Of America Inc,Consumer Discretionary,Automobiles & Components,Automobile Components,Automotive Parts & Equipment,"Motorcar Parts of America, Inc. manufactures replacement alternators and starters for imported and domestic cars and light trucks in the United States and Canada. The Company also assembles and distributes ignition wire sets for imported and domestic cars and light trucks. Motorcar Parts has facilities in the United States, Singapore, and Malaysia."
MPB,MPB UQ,MPB_UQ,Mid Penn Bancorp Inc,Financials,Banks,Banks,Regional Banks,"Mid Penn Bancorp, Inc. is a bank holding company for Mid Penn Bank.  The Bank is a full-service commercial bank with trust powers and provides a wide range of banking and financial services.  Mid Penn serves individuals and small to medium sized businesses.  The Company operates in Dauphin, Northumberland, Schuylkill, and Cumberland counties, Pennsylvania."
MPLN,MPLN UN,MPLN_UN,MultiPlan Corporation Class A,Health Care,Health Care Equipment & Servic,Health Care Technology,Health Care Technology,"MultiPlan Corporation provides software solutions. The Company offers cost management solutions with payment integrity, healthcare networks, and data analytics services. MultiPlan serves customers in the State of New York."
